;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
dic-11;Población Total;;14.478.129;;9.610.538;4.867.591;;729.332;188.932;239.387;175.551;432.220;470.948;655.962;477.926;3.822.931;430.785;456.186;796.821;1.394.844;-;-;-;2.855.533;539.707;-;-;-;-;-;-;723.436;;1.637.633;2.324.064;408.121;244.172;207.340;1.789.782;2.766.069;233.356;;7.078.625;7.399.504;;2.651.862;1.831.147;1.756.133;2.839.017;1.454.845;;937.779;665.321;10.742.475;308.980;646.004;12.112;
dic-11;Población menor de 15 años;;3.945.126;;2.506.354;1.438.772;;186.182;52.561;65.684;45.773;123.540;123.555;171.850;154.787;1.019.967;120.844;123.950;219.503;392.341;-;-;-;720.313;133.963;-;-;-;-;-;-;259.203;;390.634;602.686;96.490;63.015;51.074;471.065;756.830;74.560;;1.997.318;1.947.808;;0;0;0;0;0;;243.490;169.027;2.167.531;48.426;148.759;2.434;
dic-11;Población en Edad de Trabajar (PET);;10.533.003;;7.104.184;3.428.819;;543.150;136.371;173.704;129.778;308.680;347.394;484.112;323.139;2.802.964;309.941;332.236;577.319;1.002.503;-;-;-;2.135.221;405.743;-;-;-;-;-;-;464.233;;1.246.999;1.721.378;311.631;181.157;156.266;1.318.717;2.009.239;158.796;;5.081.307;5.451.696;;2.651.862;1.831.147;1.756.133;2.839.017;1.454.845;;694.289;496.295;8.574.944;260.553;497.245;9.677;
dic-11;Población Económicamente Activa;;6.581.621;;4.436.865;2.144.756;;361.913;88.830;112.821;77.401;205.926;228.143;305.619;182.680;1.824.174;203.945;207.777;325.327;563.254;-;-;-;1.287.465;291.985;-;-;-;-;-;-;279.882;;756.922;1.191.204;199.989;121.463;106.648;790.214;1.170.051;100.375;;3.976.254;2.605.367;;1.116.987;1.453.853;1.386.860;2.071.741;552.179;;486.053;301.653;5.344.688;161.588;281.496;6.143;
dic-11;Empleo;;6.304.834;;4.212.188;2.092.646;;347.679;86.471;108.910;72.842;202.924;225.497;294.535;174.191;1.714.873;193.607;198.259;311.968;542.721;-;-;-;1.235.730;287.137;-;-;-;-;-;-;275.333;;724.159;1.120.570;192.174;115.893;104.162;751.160;1.106.734;97.336;;3.844.507;2.460.327;;992.781;1.371.082;1.356.014;2.036.563;548.394;;478.008;284.400;5.111.976;153.078;271.229;6.143;
dic-11;Empleo Adecuado/Pleno;;2.996.566;;2.460.350;536.215;;168.127;18.894;29.647;23.592;62.736;56.079;154.364;81.086;926.137;77.759;67.961;136.774;230.426;-;-;-;741.157;108.565;-;-;-;-;-;-;101.793;;481.422;679.579;131.476;69.047;66.000;403.031;574.858;54.938;;2.061.313;935.253;;366.558;778.278;724.805;1.004.388;122.537;;95.834;136.723;2.602.358;84.191;74.157;3.303;
dic-11;Subempleo;;706.458;;421.914;284.544;;43.396;9.196;18.108;13.449;16.240;14.368;37.900;15.309;237.735;18.021;19.388;49.483;78.457;-;-;-;72.499;32.586;-;-;-;-;-;-;23.711;;35.346;113.219;11.666;10.044;6.485;66.589;170.506;8.059;;428.949;277.509;;121.915;153.358;170.946;222.783;37.456;;44.801;31.667;543.708;20.967;64.006;1.309;
dic-11;Subempleo por insuficiencia de tiempo de trabajo;;560.164;;347.668;212.497;;34.536;6.781;13.379;9.311;9.440;9.079;29.745;9.893;206.816;12.849;14.482;42.583;60.326;-;-;-;58.696;21.920;-;-;-;-;-;-;16.082;;32.040;98.699;10.974;8.423;4.954;48.396;139.148;5.034;;324.462;235.703;;95.697;123.319;130.633;178.337;32.178;;31.171;23.938;431.211;16.118;57.155;572;
dic-11;Subempleo por insuficiencia de ingresos;;146.294;;74.247;72.047;;8.860;2.416;4.730;4.138;6.800;5.290;8.155;5.416;30.918;5.172;4.906;6.901;18.131;-;-;-;13.803;10.665;-;-;-;-;-;-;7.629;;3.307;14.520;692;1.621;1.531;18.193;31.358;3.025;;104.487;41.806;;26.218;30.039;40.313;44.446;5.278;;13.630;7.729;112.497;4.850;6.850;737;
dic-11;Empleo no remunerado;;505.484;;204.302;301.182;;27.857;13.652;16.469;4.067;31.065;47.701;12.569;4.876;90.729;18.248;33.170;17.529;36.575;-;-;-;58.324;40.050;-;-;-;-;-;-;51.182;;33.968;70.859;11.861;4.631;10.123;32.780;33.676;6.404;;148.889;356.595;;160.493;92.850;78.397;118.527;55.217;;123.989;13.539;343.164;8.524;15.972;298;
dic-11;Otro Empleo no pleno;;2.056.875;;1.089.496;967.379;;107.293;44.044;44.123;31.492;92.259;106.705;88.983;72.583;447.367;79.197;77.635;107.793;196.938;-;-;-;345.891;104.805;-;-;-;-;-;-;97.111;;161.933;244.296;36.324;31.452;20.608;241.295;326.587;27.000;;1.178.723;878.152;;339.266;333.395;376.789;676.036;331.389;;212.109;102.371;1.586.206;38.335;116.925;929;
dic-11;Empleo no clasificado;;39.451;;36.125;3.326;;1.006;684;563;242;624;644;719;337;12.906;382;105;388;325;-;-;-;17.859;1.131;-;-;-;-;-;-;1.536;;11.490;12.617;848;719;947;7.465;1.106;934;;26.633;12.817;;4.548;13.201;5.077;14.830;1.794;;1.275;100;36.541;1.061;170;304;
dic-11;Desempleo;;276.787;;224.678;52.109;;14.233;2.360;3.911;4.560;3.002;2.646;11.084;8.489;109.301;10.338;9.518;13.359;20.532;-;-;-;51.735;4.848;-;-;-;-;-;-;4.550;;32.763;70.634;7.814;5.571;2.485;39.054;63.317;3.040;;131.747;145.040;;124.206;82.771;30.846;35.178;3.786;;8.045;17.252;232.712;8.510;10.267;0;
dic-11;Desempleo Abierto;;196.178;;172.349;23.830;;9.838;933;1.858;2.387;1.127;2.021;7.880;6.283;81.821;6.871;5.167;9.690;9.163;-;-;-;44.885;3.336;-;-;-;-;-;-;2.102;;31.676;63.692;6.549;5.288;2.292;26.328;35.021;1.503;;95.982;100.196;;88.115;63.097;22.504;20.469;1.993;;3.887;12.977;167.930;6.851;4.534;0;
dic-11;Desempleo Oculto;;80.609;;52.329;28.280;;4.395;1.427;2.053;2.173;1.876;624;3.204;2.206;27.481;3.467;4.352;3.669;11.369;-;-;-;6.851;1.511;-;-;-;-;-;-;2.448;;1.087;6.942;1.265;283;193;12.726;28.296;1.537;;35.765;44.844;;36.091;19.674;8.342;14.709;1.793;;4.159;4.275;64.783;1.659;5.734;0;
dic-11;Desempleo Cesante;;171.376;;146.006;25.370;;9.875;725;1.909;2.431;1.683;342;7.537;5.424;74.934;4.414;7.222;6.349;9.280;-;-;-;33.223;3.029;-;-;-;-;-;-;2.143;;25.480;58.749;6.224;4.787;1.979;17.672;29.343;1.771;;87.829;83.547;;57.715;58.094;23.074;29.254;3.238;;3.495;13.124;145.643;4.485;4.631;0;
dic-11;Desempleo Nuevo;;105.411;;78.672;26.739;;4.358;1.634;2.002;2.129;1.319;2.303;3.547;3.065;34.368;5.924;2.296;7.010;11.252;-;-;-;18.512;1.819;-;-;-;-;-;-;2.406;;7.283;11.885;1.591;784;506;21.382;33.974;1.269;;43.918;61.493;;66.491;24.677;7.772;5.924;547;;4.551;4.128;87.070;4.025;5.637;0;
dic-11;Población Económicamente Inactiva;;3.951.382;;2.667.319;1.284.064;;181.237;47.541;60.882;52.377;102.754;119.250;178.493;140.460;978.789;105.996;124.459;251.992;439.249;-;-;-;847.755;113.758;-;-;-;-;-;-;184.351;;490.077;530.174;111.642;59.694;49.619;528.503;839.189;58.421;;1.105.053;2.846.329;;1.534.875;377.294;369.273;767.276;902.665;;208.236;194.642;3.230.256;98.965;215.749;3.534;
jun-12;Población Total;;14.578.732;;9.679.099;4.899.633;;721.038;182.807;229.002;166.160;417.813;450.624;631.706;444.078;4.003.115;403.990;434.875;750.870;1.314.906;-;-;-;3.109.408;533.993;-;-;-;-;-;-;695.747;;1.651.440;2.343.658;403.987;246.231;209.089;1.886.900;2.725.853;211.943;;7.181.449;7.397.283;;2.713.681;1.864.931;1.715.949;2.927.534;1.451.262;;935.307;631.260;10.891.327;260.644;676.991;19.580;
jun-12;Población menor de 15 años;;3.905.374;;2.472.030;1.433.344;;180.893;51.947;61.548;40.846;119.727;113.493;162.288;148.108;1.057.910;114.746;115.131;210.043;352.751;-;-;-;754.439;131.116;-;-;-;-;-;-;259.491;;363.096;593.578;93.440;63.739;47.745;499.247;744.857;66.328;;1.990.305;1.915.069;;0;0;0;0;0;;255.969;150.811;2.146.334;37.823;146.165;4.649;
jun-12;Población en Edad de Trabajar (PET);;10.673.358;;7.207.069;3.466.289;;540.145;130.860;167.454;125.314;298.085;337.132;469.419;295.970;2.945.204;289.244;319.744;540.827;962.155;-;-;-;2.354.969;402.877;-;-;-;-;-;-;436.256;;1.288.343;1.750.080;310.547;182.491;161.344;1.387.653;1.980.996;145.615;;5.191.144;5.482.214;;2.713.681;1.864.931;1.715.949;2.927.534;1.451.262;;679.338;480.449;8.744.992;222.822;530.826;14.931;
jun-12;Población Económicamente Activa;;6.870.842;;4.578.419;2.292.423;;358.317;95.877;112.684;75.489;221.024;248.995;289.771;172.356;1.907.792;181.914;215.200;313.428;541.045;-;-;-;1.515.391;296.531;-;-;-;-;-;-;291.514;;837.306;1.189.717;194.997;119.295;106.742;866.249;1.171.509;92.603;;4.117.591;2.753.251;;1.241.985;1.488.100;1.403.753;2.184.986;552.018;;519.156;314.725;5.579.713;135.783;310.006;11.458;
jun-12;Empleo;;6.588.271;;4.340.349;2.247.922;;347.692;93.933;107.658;73.012;217.758;242.682;279.688;163.213;1.788.988;175.269;209.514;297.187;523.960;-;-;-;1.457.996;291.844;-;-;-;-;-;-;285.246;;800.794;1.114.648;188.312;113.727;103.063;831.491;1.099.256;89.058;;3.969.749;2.618.522;;1.118.002;1.397.929;1.375.491;2.151.175;545.674;;513.109;294.856;5.342.026;125.430;301.421;11.429;
jun-12;Empleo Adecuado/Pleno;;3.104.824;;2.506.161;598.662;;172.378;17.495;33.338;23.811;65.171;58.908;147.602;60.539;982.528;66.585;68.838;120.687;205.334;-;-;-;847.906;109.335;-;-;-;-;-;-;110.877;;506.036;702.879;125.000;66.947;59.402;445.354;545.640;54.904;;2.093.385;1.011.439;;381.584;812.507;743.705;1.036.229;130.799;;110.657;134.361;2.710.436;61.996;84.941;2.433;
jun-12;Subempleo;;664.982;;410.168;254.815;;30.372;9.031;11.747;8.186;17.905;18.121;32.076;15.397;222.134;18.461;19.321;43.770;68.942;-;-;-;111.679;22.712;-;-;-;-;-;-;13.983;;60.902;105.867;10.026;10.148;7.310;71.528;138.754;5.633;;400.104;264.878;;126.476;149.750;139.455;211.806;37.496;;44.300;30.735;520.333;11.017;58.099;497;
jun-12;Subempleo por insuficiencia de tiempo de trabajo;;542.328;;343.767;198.561;;22.573;6.651;8.050;6.683;12.031;13.940;26.350;12.485;197.071;15.134;16.087;38.366;55.902;-;-;-;83.163;16.579;-;-;-;-;-;-;10.116;;52.040;97.791;8.071;9.120;6.186;50.309;115.731;4.520;;312.108;230.220;;97.974;121.857;113.688;176.245;32.564;;29.344;26.914;425.721;9.563;50.478;308;
jun-12;Subempleo por insuficiencia de ingresos;;122.654;;66.400;56.254;;7.800;2.380;3.696;1.503;5.874;4.180;5.726;2.912;25.063;3.327;3.234;5.404;13.039;-;-;-;28.516;6.133;-;-;-;-;-;-;3.866;;8.862;8.076;1.955;1.028;1.124;21.219;23.022;1.114;;87.996;34.658;;28.502;27.893;25.767;35.561;4.931;;14.956;3.822;94.612;1.455;7.622;188;
jun-12;Empleo no remunerado;;658.523;;225.163;433.360;;36.505;30.134;22.372;5.933;48.753;70.462;12.672;12.791;84.531;19.011;42.782;17.171;46.528;-;-;-;91.667;57.445;-;-;-;-;-;-;58.416;;32.950;50.926;13.194;4.717;10.313;67.355;41.250;4.458;;204.090;454.432;;239.280;92.026;109.327;155.486;62.404;;147.767;24.211;446.388;8.076;28.754;3.327;
jun-12;Otro Empleo no pleno;;2.063.391;;1.107.179;956.213;;105.424;37.273;39.905;34.358;85.930;95.191;87.080;73.685;483.833;70.710;78.465;115.560;203.156;-;-;-;333.930;101.288;-;-;-;-;-;-;100.962;;138.778;239.505;38.341;31.658;25.153;237.037;373.151;23.554;;1.213.555;849.837;;359.055;324.954;366.111;702.197;311.074;;208.470;101.623;1.588.090;31.948;129.135;4.126;
jun-12;Empleo no clasificado;;96.551;;91.678;4.872;;3.014;0;296;724;0;0;257;801;15.962;502;109;0;0;-;-;-;72.814;1.063;-;-;-;-;-;-;1.008;;62.127;15.471;1.751;257;884;10.217;461;509;;58.614;37.937;;11.608;18.693;16.892;45.455;3.902;;1.915;3.926;76.778;12.393;492;1.047;
jun-12;Desempleo;;282.571;;238.070;44.501;;10.625;1.944;5.026;2.477;3.266;6.312;10.083;9.143;118.804;6.645;5.685;16.240;17.085;-;-;-;57.395;4.687;-;-;-;-;-;-;6.268;;36.512;75.070;6.685;5.568;3.679;34.758;72.253;3.545;;147.842;134.729;;123.983;90.171;28.262;33.811;6.344;;6.047;19.869;237.687;10.353;8.585;29;
jun-12;Desempleo Abierto;;224.048;;199.327;24.721;;8.424;1.028;3.160;1.528;2.557;4.356;8.961;6.189;100.608;3.471;3.641;10.562;10.159;-;-;-;49.863;3.645;-;-;-;-;-;-;5.011;;35.111;74.134;6.128;5.468;2.980;25.284;47.237;2.985;;115.049;108.999;;102.374;68.813;23.890;24.711;4.259;;3.940;16.832;188.647;9.640;4.972;17;
jun-12;Desempleo Oculto;;58.523;;38.743;19.780;;2.201;916;1.866;949;709;1.956;1.122;2.954;18.196;3.174;2.044;5.678;6.926;-;-;-;7.532;1.041;-;-;-;-;-;-;1.258;;1.401;936;557;100;699;9.474;25.016;560;;32.793;25.730;;21.609;21.358;4.372;9.100;2.084;;2.107;3.037;49.040;713;3.613;12;
jun-12;Desempleo Cesante;;194.431;;172.852;21.579;;8.056;1.415;3.274;1.325;1.649;3.341;6.840;4.467;91.706;3.360;3.173;8.507;7.782;-;-;-;41.671;3.317;-;-;-;-;-;-;4.350;;32.462;62.028;5.796;4.111;2.725;18.863;44.496;2.372;;108.965;85.467;;65.563;70.057;24.212;28.476;6.124;;3.562;13.207;165.432;7.822;4.379;29;
jun-12;Desempleo Nuevo;;88.140;;65.217;22.922;;2.568;529;1.753;1.152;1.616;2.972;3.243;4.677;27.097;3.285;2.512;7.733;9.303;-;-;-;15.724;1.369;-;-;-;-;-;-;1.919;;4.050;13.042;889;1.457;955;15.895;27.757;1.173;;38.877;49.262;;58.420;20.114;4.050;5.335;220;;2.485;6.662;72.255;2.531;4.206;0;
jun-12;Población Económicamente Inactiva;;3.802.516;;2.628.650;1.173.866;;181.828;34.983;54.770;49.826;77.061;88.137;179.648;123.614;1.037.412;107.330;104.544;227.400;421.110;-;-;-;839.578;106.346;-;-;-;-;-;-;144.742;;451.037;560.363;115.550;63.196;54.602;521.404;809.487;53.012;;1.073.553;2.728.964;;1.471.696;376.831;312.196;742.548;899.245;;160.182;165.724;3.165.279;87.038;220.820;3.473;
dic-12;Población Total;;14.682.556;;9.745.918;4.936.638;;739.532;191.575;242.736;178.006;438.266;477.533;665.136;537.690;3.876.396;436.808;462.565;807.966;1.414.352;171.691;86.305;97.645;2.895.470;547.254;116.823;0;162.184;98.905;0;0;733.553;;1.660.251;2.356.163;413.757;247.544;210.205;1.815.205;2.806.174;236.620;;7.203.607;7.478.950;;2.644.547;1.852.416;1.729.787;3.006.938;1.630.459;;878.764;559.816;11.241.012;245.211;678.190;6.972;
dic-12;Población menor de 15 años;;3.818.409;;2.423.369;1.395.041;;183.437;50.493;63.312;45.938;117.057;122.258;160.226;177.520;999.366;110.226;117.442;222.715;376.680;71.665;24.799;34.788;678.973;131.167;34.062;0;49.045;34.959;0;0;249.318;;342.373;572.013;97.125;60.190;48.021;461.757;765.917;75.974;;1.951.840;1.866.569;;0;0;0;0;0;;238.207;141.466;2.184.031;35.344;146.166;604;
dic-12;Población en Edad de Trabajar (PET);;10.864.147;;7.322.550;3.541.598;;556.095;141.082;179.424;132.068;321.208;355.276;504.910;360.170;2.877.029;326.582;345.123;585.251;1.037.672;100.026;61.506;62.857;2.216.498;416.087;82.762;0;113.139;63.945;0;0;484.235;;1.317.878;1.784.150;316.632;187.354;162.184;1.353.449;2.040.258;160.645;;5.251.767;5.612.380;;2.644.547;1.852.416;1.729.787;3.006.938;1.630.459;;640.557;418.350;9.056.981;209.867;532.024;6.369;
dic-12;Población Económicamente Activa;;6.701.014;;4.504.356;2.196.658;;362.465;96.933;117.231;74.281;211.577;222.409;313.300;201.981;1.799.221;195.341;232.827;336.401;567.890;71.896;37.450;42.054;1.338.716;292.603;68.415;0;65.613;37.477;0;0;322.905;;809.359;1.173.322;194.018;124.805;106.247;815.108;1.178.740;102.757;;4.038.253;2.662.761;;1.112.038;1.474.825;1.355.544;2.156.180;602.427;;444.499;258.234;5.568.603;135.600;290.661;3.417;
dic-12;Empleo;;6.424.840;;4.279.017;2.145.823;;351.779;95.259;113.384;72.083;209.194;217.130;297.896;191.453;1.700.064;190.919;224.689;320.650;543.155;71.676;35.037;39.855;1.282.115;285.552;66.675;0;64.481;37.154;0;0;314.877;;773.401;1.108.291;186.866;119.308;102.688;781.141;1.108.239;99.083;;3.890.159;2.534.681;;983.129;1.400.962;1.320.920;2.119.877;599.952;;440.829;244.455;5.328.400;127.432;280.376;3.348;
dic-12;Empleo Adecuado/Pleno;;3.118.174;;2.546.940;571.234;;177.348;17.567;35.886;27.036;64.966;57.145;171.103;78.599;959.343;80.761;82.818;127.984;219.934;19.461;21.587;15.501;787.982;109.256;19.401;0;29.103;9.890;0;0;114.944;;502.525;709.512;131.310;72.619;61.027;432.958;576.244;60.745;;2.082.635;1.035.538;;381.953;852.091;698.573;1.039.236;146.320;;93.487;106.155;2.771.672;70.722;74.162;1.975;
dic-12;Subempleo;;603.890;;345.283;258.607;;34.646;8.818;15.825;2.818;12.753;15.141;22.255;13.167;217.639;13.845;16.811;52.415;59.462;4.761;942;908;68.400;32.250;4.057;0;5.327;180;0;0;16.175;;32.191;87.744;7.119;8.965;6.514;57.065;140.963;4.721;;349.831;254.059;;105.295;127.279;143.275;197.496;30.546;;29.166;31.863;471.966;10.483;60.412;0;
dic-12;Subempleo por insuficiencia de tiempo de trabajo;;485.512;;288.186;197.326;;25.268;6.492;10.910;2.138;7.719;11.490;19.094;11.357;186.935;8.940;10.275;44.453;52.776;3.667;942;656;53.169;19.775;3.712;0;4.362;0;0;0;13.339;;27.242;79.645;5.856;8.669;5.705;39.634;117.611;3.824;;269.946;215.566;;86.034;99.957;110.896;162.373;26.251;;19.548;26.603;381.008;7.281;51.071;0;
dic-12;Subempleo por insuficiencia de ingresos;;118.378;;57.097;61.281;;9.378;2.325;4.915;679;5.034;3.651;3.161;1.810;30.704;4.905;6.536;7.962;6.685;1.094;0;252;15.232;12.474;345;0;965;180;0;0;2.836;;4.949;8.099;1.263;296;809;17.431;23.352;898;;79.885;38.493;;19.261;27.321;32.379;35.123;4.294;;9.618;5.259;90.958;3.202;9.340;0;
dic-12;Empleo no remunerado;;537.431;;212.515;324.916;;31.775;21.673;19.864;3.983;33.992;39.404;14.099;16.031;78.319;18.715;38.577;18.181;32.945;22.069;3.490;6.717;70.223;32.256;17.197;0;6.085;10.324;0;0;65.882;;38.405;58.916;8.795;6.070;8.218;48.851;36.068;7.192;;172.998;364.433;;185.694;82.803;87.492;122.570;58.871;;108.005;14.827;388.666;7.184;18.749;0;
dic-12;Otro Empleo no pleno;;2.018.582;;1.035.693;982.889;;105.422;47.053;41.477;37.158;95.609;104.911;88.960;81.247;419.452;68.090;86.100;121.880;230.814;25.384;9.019;16.728;262.904;106.128;26.020;0;22.472;15.794;0;0;115.417;;114.667;226.808;37.901;30.224;22.360;225.571;353.060;25.101;;1.196.931;821.651;;300.319;303.490;357.658;706.261;350.854;;208.342;85.397;1.568.444;29.419;125.608;1.373;
dic-12;Empleo no clasificado;;146.763;;138.587;8.176;;2.588;148;331;1.088;1.875;530;1.480;2.410;25.311;9.508;383;191;0;0;0;0;92.605;5.661;0;0;1.493;965;0;0;2.459;;85.612;25.311;1.740;1.430;4.569;16.696;1.905;1.323;;87.764;58.999;;9.867;35.299;33.921;54.314;13.361;;1.829;6.213;127.652;9.625;1.445;0;
dic-12;Desempleo;;276.174;;225.339;50.835;;10.686;1.674;3.847;2.198;2.382;5.278;15.404;10.528;99.156;4.422;8.137;15.751;24.735;220;2.413;2.200;56.601;7.051;1.740;0;1.132;323;0;0;8.028;;35.958;65.030;7.152;5.498;3.559;33.968;70.500;3.674;;148.093;128.081;;128.909;73.863;34.624;36.303;2.475;;3.670;13.779;240.203;8.169;10.285;69;
dic-12;Desempleo Abierto;;210.173;;180.684;29.489;;9.310;1.188;2.433;1.471;1.560;3.293;10.667;6.771;80.623;2.481;4.407;9.867;16.023;118;2.413;1.333;49.316;5.245;483;0;877;0;0;0;5.224;;34.178;60.779;6.655;4.841;2.955;23.460;44.948;2.868;;115.125;95.048;;100.504;59.115;25.220;23.697;1.637;;2.478;9.526;186.861;5.568;5.671;69;
dic-12;Desempleo Oculto;;66.001;;44.654;21.346;;1.376;486;1.414;727;823;1.986;4.737;3.757;18.533;1.941;3.730;5.884;8.712;102;0;867;7.285;1.806;1.257;0;255;323;0;0;2.804;;1.781;4.252;497;656;604;10.508;25.552;806;;32.968;33.033;;28.405;14.749;9.403;12.606;838;;1.192;4.253;53.341;2.601;4.615;0;
dic-12;Desempleo Cesante;;166.212;;141.854;24.358;;8.791;684;1.981;923;878;1.440;8.916;5.787;68.419;2.035;4.861;7.294;13.392;220;407;254;34.748;4.265;335;0;463;0;0;0;1.680;;25.836;51.848;6.057;4.064;2.915;14.846;34.746;1.543;;96.280;69.932;;57.472;51.425;25.461;29.470;2.385;;579;8.786;145.248;5.615;5.914;69;
dic-12;Desempleo Nuevo;;109.962;;83.485;26.478;;1.895;990;1.866;1.275;1.505;3.838;6.487;4.741;30.738;2.387;3.276;8.457;11.343;0;2.006;1.945;21.853;2.786;1.405;0;668;323;0;0;6.348;;10.122;13.183;1.095;1.434;644;19.122;35.754;2.131;;51.813;58.149;;71.437;22.439;9.163;6.833;90;;3.090;4.993;94.955;2.553;4.371;0;
dic-12;Población Económicamente Inactiva;;4.162.884;;2.818.194;1.344.691;;193.630;44.149;62.193;57.787;109.383;132.867;191.610;158.189;1.077.809;131.241;112.296;248.850;469.782;28.130;24.055;20.803;877.782;123.484;14.347;0;47.526;26.468;0;0;161.330;;508.519;610.828;122.614;62.548;55.937;538.340;861.518;57.888;;1.213.266;2.949.619;;1.532.509;377.591;374.243;850.509;1.028.032;;196.058;160.116;3.488.129;74.267;241.363;2.952;
jun-13;Población Total;;14.787.691;;9.815.388;4.972.303;;744.730;192.923;244.442;179.257;441.347;480.889;669.812;542.080;3.903.642;439.877;465.815;813.646;1.424.294;-;-;-;2.915.824;551.101;-;-;-;-;-;-;738.708;;1.671.637;2.372.322;416.594;249.242;211.647;1.828.354;2.827.310;238.283;;7.291.648;7.496.042;;2.765.600;1.797.671;1.740.229;3.114.029;1.576.010;;914.601;564.396;11.326.912;338.749;556.046;23.675;
jun-13;Población menor de 15 años;;3.794.152;;2.421.936;1.372.216;;181.109;51.451;63.453;41.611;119.810;117.439;164.926;177.054;988.865;113.992;112.166;218.712;363.281;-;-;-;691.032;126.248;-;-;-;-;-;-;251.027;;354.442;578.516;93.659;61.072;45.827;474.674;744.599;69.147;;1.954.093;1.840.059;;0;0;0;0;0;;238.644;135.031;2.184.060;58.255;109.629;5.221;
jun-13;Población en Edad de Trabajar (PET);;10.993.539;;7.393.452;3.600.087;;563.621;141.472;180.989;137.646;321.537;363.450;504.886;365.026;2.914.777;325.885;353.649;594.934;1.061.013;-;-;-;2.224.792;424.853;-;-;-;-;-;-;487.680;;1.317.195;1.793.806;322.935;188.170;165.820;1.353.681;2.082.710;169.136;;5.337.555;5.655.984;;2.765.600;1.797.671;1.740.229;3.114.029;1.576.010;;675.957;429.365;9.142.852;280.494;446.417;18.454;
jun-13;Población Económicamente Activa;;6.999.745;;4.607.495;2.392.250;;376.141;99.502;126.697;80.027;233.259;250.680;317.596;200.500;1.859.465;197.302;248.827;353.299;627.268;-;-;-;1.357.824;320.206;-;-;-;-;-;-;335.414;;794.066;1.185.401;202.260;118.174;115.197;828.434;1.256.871;107.091;;4.159.963;2.839.783;;1.227.944;1.426.253;1.396.154;2.354.070;595.324;;510.254;265.452;5.772.343;176.290;262.385;13.022;
jun-13;Empleo;;6.725.795;;4.382.389;2.343.405;;362.738;97.317;122.514;78.087;229.350;245.998;307.960;191.380;1.752.026;189.724;240.732;338.096;607.308;-;-;-;1.307.974;312.653;-;-;-;-;-;-;326.953;;758.797;1.114.585;193.115;113.820;109.973;797.940;1.191.069;103.090;;4.011.516;2.714.278;;1.095.166;1.357.925;1.362.693;2.317.596;592.415;;503.454;245.653;5.548.515;164.122;251.373;12.678;
jun-13;Empleo Adecuado/Pleno;;2.998.481;;2.406.652;591.829;;188.715;18.648;34.905;24.969;74.072;54.861;154.033;74.561;845.309;80.424;73.751;130.818;229.315;-;-;-;789.697;103.276;-;-;-;-;-;-;116.040;;504.667;591.981;139.530;60.961;55.977;417.415;573.809;62.312;;2.019.536;978.945;;359.016;751.854;712.564;1.046.336;128.711;;104.192;103.457;2.638.161;76.479;69.948;6.244;
jun-13;Subempleo;;818.126;;528.550;289.576;;26.520;11.593;12.562;9.563;14.081;23.560;40.421;20.626;283.391;20.061;28.393;50.246;107.710;-;-;-;93.738;39.367;-;-;-;-;-;-;34.162;;51.448;147.781;8.379;10.076;16.125;77.227;210.165;7.349;;489.132;328.994;;154.129;172.124;176.771;277.116;37.985;;45.396;35.978;658.069;25.353;52.720;609;
jun-13;Subempleo por insuficiencia de tiempo de trabajo;;670.946;;441.739;229.207;;20.864;7.819;10.122;7.833;10.181;15.972;36.809;17.961;244.286;16.105;20.885;42.169;93.563;-;-;-;72.846;26.469;-;-;-;-;-;-;25.127;;39.315;129.420;7.966;9.450;11.418;57.094;181.561;5.515;;377.907;293.038;;118.062;147.101;140.202;231.282;34.299;;33.249;26.438;547.430;22.346;40.888;594;
jun-13;Subempleo por insuficiencia de ingresos;;147.180;;86.811;60.369;;5.656;3.774;2.439;1.729;3.900;7.589;3.612;2.665;39.105;3.956;7.508;8.078;14.146;-;-;-;20.892;12.898;-;-;-;-;-;-;9.035;;12.133;18.361;413;626;4.707;20.134;28.604;1.834;;111.224;35.956;;36.068;25.023;36.569;45.834;3.686;;12.146;9.540;110.639;3.007;11.833;15;
